VAE model initialized.
VAE Epoch 1, Average Loss: 85.6476
VAE Epoch 120, Average Loss: 0.9574
VAE Epoch 121, Average Loss: 1.1936
VAE Epoch 122, Average Loss: 0.9558
VAE Epoch 123, Average Loss: 1.0551
VAE Epoch 124, Average Loss: 1.2018
VAE Epoch 125, Average Loss: 0.9338
VAE Epoch 126, Average Loss: 1.1350
VAE Epoch 127, Average Loss: 0.9347
VAE Epoch 128, Average Loss: 1.1159
VAE Epoch 129, Average Loss: 0.9334
VAE Epoch 130, Average Loss: 0.9462
VAE Epoch 131, Average Loss: 0.9327
VAE Epoch 132, Average Loss: 0.9379
VAE Epoch 133, Average Loss: 1.1015
VAE Epoch 134, Average Loss: 0.9532
VAE Epoch 135, Average Loss: 0.9372
VAE Epoch 136, Average Loss: 1.2987
VAE Epoch 137, Average Loss: 0.9708
VAE Epoch 138, Average Loss: 0.9314
VAE Epoch 139, Average Loss: 1.0576
VAE Epoch 140, Average Loss: 0.9383
VAE Epoch 141, Average Loss: 0.9301
VAE Epoch 142, Average Loss: 0.9220
VAE Epoch 143, Average Loss: 0.9624
VAE Epoch 144, Average Loss: 0.9316
VAE Epoch 145, Average Loss: 0.9256
VAE Epoch 146, Average Loss: 1.1152
VAE Epoch 147, Average Loss: 0.9651
VAE Epoch 148, Average Loss: 0.9552
VAE Epoch 149, Average Loss: 0.9241
VAE Epoch 150, Average Loss: 0.9245
VAE model saved.
Training complete.
