VAE model initialized.
VAE Epoch 1, Average Loss: 7.6331
VAE Epoch 46, Average Loss: 2.3706
VAE Epoch 47, Average Loss: 2.3667
VAE Epoch 48, Average Loss: 2.3119
VAE Epoch 49, Average Loss: 2.2843
VAE Epoch 50, Average Loss: 2.2513
VAE Epoch 51, Average Loss: 2.2324
VAE Epoch 52, Average Loss: 2.1929
VAE Epoch 53, Average Loss: 2.1994
VAE Epoch 54, Average Loss: 2.2276
VAE Epoch 55, Average Loss: 2.1768
VAE Epoch 56, Average Loss: 2.1524
VAE Epoch 57, Average Loss: 2.1866
VAE Epoch 58, Average Loss: 2.1096
VAE Epoch 59, Average Loss: 2.0966
VAE Epoch 60, Average Loss: 2.0695
VAE Epoch 61, Average Loss: 2.0866
VAE Epoch 62, Average Loss: 2.0716
VAE Epoch 63, Average Loss: 2.0799
VAE Epoch 64, Average Loss: 2.0468
VAE Epoch 65, Average Loss: 2.0369
VAE Epoch 66, Average Loss: 2.0519
VAE Epoch 67, Average Loss: 2.0301
VAE Epoch 68, Average Loss: 2.0817
VAE Epoch 69, Average Loss: 2.0109
VAE Epoch 70, Average Loss: 1.9571
VAE Epoch 71, Average Loss: 1.9749
VAE Epoch 72, Average Loss: 1.9585
VAE Epoch 73, Average Loss: 1.9339
VAE Epoch 74, Average Loss: 1.9290
VAE Epoch 75, Average Loss: 1.9066
VAE Epoch 76, Average Loss: 1.9358
VAE Epoch 77, Average Loss: 1.8828
VAE Epoch 78, Average Loss: 1.8462
VAE Epoch 79, Average Loss: 1.8591
VAE Epoch 80, Average Loss: 1.8650
VAE Epoch 81, Average Loss: 1.8946
VAE Epoch 82, Average Loss: 1.8419
VAE Epoch 83, Average Loss: 1.8363
VAE Epoch 84, Average Loss: 1.8095
VAE Epoch 85, Average Loss: 1.8083
VAE Epoch 86, Average Loss: 1.7556
VAE Epoch 87, Average Loss: 1.8237
VAE Epoch 88, Average Loss: 1.8161
VAE Epoch 89, Average Loss: 1.8041
VAE Epoch 90, Average Loss: 1.7561
VAE Epoch 91, Average Loss: 2.1320
VAE Epoch 92, Average Loss: 1.9679
VAE Epoch 93, Average Loss: 1.8185
VAE Epoch 94, Average Loss: 1.7471
VAE Epoch 95, Average Loss: 1.7210
VAE Epoch 96, Average Loss: 1.7063
VAE Epoch 97, Average Loss: 1.6990
VAE Epoch 98, Average Loss: 1.7204
VAE Epoch 99, Average Loss: 1.6736
VAE Epoch 100, Average Loss: 1.6544
VAE Epoch 101, Average Loss: 1.6572
VAE Epoch 102, Average Loss: 1.6386
VAE Epoch 103, Average Loss: 1.6237
VAE Epoch 104, Average Loss: 1.6507
VAE Epoch 105, Average Loss: 1.6028
VAE Epoch 106, Average Loss: 1.6517
VAE Epoch 107, Average Loss: 1.6341
VAE Epoch 108, Average Loss: 1.5921
VAE Epoch 109, Average Loss: 1.6163
VAE Epoch 110, Average Loss: 1.6030
VAE Epoch 111, Average Loss: 1.6059
VAE Epoch 112, Average Loss: 1.5740
VAE Epoch 113, Average Loss: 1.5412
VAE Epoch 114, Average Loss: 1.5419
VAE Epoch 115, Average Loss: 1.5569
VAE Epoch 116, Average Loss: 1.5185
VAE Epoch 117, Average Loss: 1.5024
VAE Epoch 118, Average Loss: 1.4871
VAE Epoch 119, Average Loss: 1.4861
VAE Epoch 120, Average Loss: 1.5434
VAE Epoch 121, Average Loss: 1.5664
VAE Epoch 122, Average Loss: 1.5541
VAE Epoch 123, Average Loss: 1.4841
VAE Epoch 124, Average Loss: 1.4942
VAE Epoch 125, Average Loss: 1.4801
VAE Epoch 126, Average Loss: 1.4871
VAE Epoch 127, Average Loss: 1.4716
VAE Epoch 128, Average Loss: 1.4718
VAE Epoch 129, Average Loss: 1.4686
VAE Epoch 130, Average Loss: 1.4393
VAE Epoch 131, Average Loss: 1.4333
VAE Epoch 132, Average Loss: 1.4504
VAE Epoch 133, Average Loss: 1.4407
VAE Epoch 134, Average Loss: 1.4103
VAE Epoch 135, Average Loss: 1.3960
VAE Epoch 136, Average Loss: 1.3983
VAE Epoch 137, Average Loss: 1.3849
VAE Epoch 138, Average Loss: 1.3993
VAE Epoch 139, Average Loss: 1.4560
VAE Epoch 140, Average Loss: 1.4554
VAE Epoch 141, Average Loss: 1.4479
VAE Epoch 142, Average Loss: 1.4465
VAE Epoch 143, Average Loss: 1.4543
VAE Epoch 144, Average Loss: 1.3877
VAE Epoch 145, Average Loss: 1.3880
VAE Epoch 146, Average Loss: 1.3849
VAE Epoch 147, Average Loss: 1.3654
VAE Epoch 148, Average Loss: 1.3399
VAE Epoch 149, Average Loss: 1.3232
VAE Epoch 150, Average Loss: 1.3328
VAE Epoch 151, Average Loss: 1.3408
VAE Epoch 152, Average Loss: 1.3537
VAE Epoch 153, Average Loss: 1.3648
VAE Epoch 154, Average Loss: 1.8175
VAE Epoch 155, Average Loss: 1.6056
VAE Epoch 156, Average Loss: 1.5158
VAE Epoch 157, Average Loss: 1.4110
VAE Epoch 158, Average Loss: 1.3622
VAE Epoch 159, Average Loss: 1.3232
VAE Epoch 160, Average Loss: 1.3307
VAE Epoch 161, Average Loss: 1.3142
VAE Epoch 162, Average Loss: 1.3339
VAE Epoch 163, Average Loss: 1.2869
VAE Epoch 164, Average Loss: 1.2796
VAE Epoch 165, Average Loss: 1.2458
VAE Epoch 166, Average Loss: 1.2770
VAE Epoch 167, Average Loss: 1.2728
VAE Epoch 168, Average Loss: 1.2603
VAE Epoch 169, Average Loss: 1.2507
VAE Epoch 170, Average Loss: 1.2430
VAE model saved.
Training complete.
